Skill,KeyWord,Count,Scoring
.net,.net,97,1
.net,.net developer,4,0
.net,.net framework,16,0.129032258
.net,ado.net,7,0.032258065
.net,ajax,10,0.064516129
.net,angularjs,24,0.215053763
.net,asp,17,0.139784946
.net,asp.net,49,0.483870968
.net,asp.net mvc,23,0.204301075
.net,azure,12,0.086021505
.net,c#,86,0.88172043
.net,c#.net,11,0.075268817
.net,css,16,0.129032258
.net,design patterns,11,0.075268817
.net,dot net,6,0.021505376
.net,entity framework,19,0.161290323
.net,full stack,6,0.021505376
.net,html,13,0.096774194
.net,java,46,0.451612903
.net,jquery,39,0.376344086
.net,json,7,0.032258065
.net,linq,13,0.096774194
.net,ms sql server,6,0.021505376
.net,mvc,54,0.537634409
.net,mvvm,5,0.010752688
.net,oops,11,0.075268817
.net,project manager - .net,4,0
.net,sdlc,4,0
.net,software development,6,0.021505376
.net,sql,18,0.150537634
.net,sql server,36,0.344086022
.net,ssrs,5,0.010752688
.net,tfs,4,0
.net,vb.net,7,0.032258065
.net,visual studio,8,0.043010753
.net,wcf,22,0.193548387
.net,web api,5,0.010752688
.net,web development,4,0
.net,web technologies,6,0.021505376
.net,webapi,11,0.075268817
.net,wpf,10,0.064516129
.net,xml,5,0.010752688
3DCC Work,.net,4,0.095238095
3DCC Work,account management,5,0.142857143
3DCC Work,accounting,6,0.19047619
3DCC Work,adobe premiere,3,0.047619048
3DCC Work,advanced excel,2,0
3DCC Work,ajax,2,0
3DCC Work,analytics,5,0.142857143
3DCC Work,angularjs,3,0.047619048
3DCC Work,b2b sales,4,0.095238095
3DCC Work,brand,3,0.047619048
3DCC Work,business development,4,0.095238095
3DCC Work,business development management,3,0.047619048
3DCC Work,c#,4,0.095238095
3DCC Work,communication skills,3,0.047619048
3DCC Work,content development,3,0.047619048
3DCC Work,corporate sales,3,0.047619048
3DCC Work,css,3,0.047619048
3DCC Work,data analytics,4,0.095238095
3DCC Work,data entry,5,0.142857143
3DCC Work,data management,4,0.095238095
3DCC Work,design,3,0.047619048
3DCC Work,design patterns,3,0.047619048
3DCC Work,digital marketing,5,0.142857143
3DCC Work,ecommerce,3,0.047619048
3DCC Work,fabrication,3,0.047619048
3DCC Work,finance,3,0.047619048
3DCC Work,financial reporting,2,0
3DCC Work,flash,2,0
3DCC Work,fmcg sales,4,0.095238095
3DCC Work,form filling,5,0.142857143
3DCC Work,generation,2,0
3DCC Work,google analytics,2,0
3DCC Work,graphic designing,4,0.095238095
3DCC Work,heat treatment,3,0.047619048
3DCC Work,home jobs,5,0.142857143
3DCC Work,html,4,0.095238095
3DCC Work,human resource management,3,0.047619048
3DCC Work,illustrator,4,0.095238095
3DCC Work,instructional design,3,0.047619048
3DCC Work,it project management,3,0.047619048
3DCC Work,java,23,1
3DCC Work,jquery,3,0.047619048
3DCC Work,key account management,4,0.095238095
3DCC Work,marketing,16,0.666666667
3DCC Work,ms sql,2,0
3DCC Work,mysql,5,0.142857143
3DCC Work,network administration,2,0
3DCC Work,network operations center,2,0
3DCC Work,network support,2,0
3DCC Work,nosql,2,0
3DCC Work,online,5,0.142857143
3DCC Work,operations,3,0.047619048
3DCC Work,part time jobs,5,0.142857143
3DCC Work,phosphating,3,0.047619048
3DCC Work,photoshop,5,0.142857143
3DCC Work,php,2,0
3DCC Work,planning,2,0
3DCC Work,procurement,3,0.047619048
3DCC Work,product management,3,0.047619048
3DCC Work,production planning,3,0.047619048
3DCC Work,project management,3,0.047619048
3DCC Work,purlins,2,0
3DCC Work,rdbms,5,0.142857143
3DCC Work,recruitment,3,0.047619048
3DCC Work,regional sales,4,0.095238095
3DCC Work,sales,14,0.571428571
3DCC Work,sales head,3,0.047619048
3DCC Work,sales management,3,0.047619048
3DCC Work,sales operations,5,0.142857143
3DCC Work,selling,3,0.047619048
3DCC Work,sem,2,0
3DCC Work,sem / seo,2,0
3DCC Work,seo,3,0.047619048
3DCC Work,social media,4,0.095238095
3DCC Work,sourcing,4,0.095238095
3DCC Work,spring,4,0.095238095
3DCC Work,sql,7,0.238095238
3DCC Work,surface treatment,3,0.047619048
3DCC Work,tableau,5,0.142857143
3DCC Work,talent acquisition,3,0.047619048
3DCC Work,training,4,0.095238095
3DCC Work,ux,3,0.047619048
3DCC Work,vendor management,4,0.095238095
3DCC Work,work from home,5,0.142857143
ACF2,acf2,2,1
ACF2,production support,1,0
ACF2,providing training,1,0
ACF2,python,1,0
ACF2,racf,2,1
ACF2,resource access control facility,1,0
ACF2,sap,1,0
ACF2,spss,1,0
ACF2,unix,2,1
ACR 5000,customer service executives,3,1
ACR 5000,education,3,1
ACR 5000,english,3,1
ACR 5000,facilities,2,0
ACR 5000,school,3,1
ACR 5000,teacher,3,1
ACR 5000,team player,3,1
ADABAS,adabas,2,0.333333333
ADABAS,application support,2,0.333333333
ADABAS,html,2,0.333333333
ADABAS,jcl,3,0.666666667
ADABAS,mainframe,2,0.333333333
ADABAS,natural adabas,4,1
ADABAS,xhtml,1,0
ADO.Net,.net,33,0.549019608
ADO.Net,ado,30,0.490196078
ADO.Net,ado net,56,1
ADO.Net,ado.net,8,0.058823529
ADO.Net,ajax,43,0.745098039
ADO.Net,angularjs,5,0
ADO.Net,asp,18,0.254901961
ADO.Net,asp net,20,0.294117647
ADO.Net,asp net c,11,0.117647059
ADO.Net,asp.net,6,0.019607843
ADO.Net,c#,24,0.37254902
ADO.Net,coding,8,0.058823529
ADO.Net,crystal reports,8,0.058823529
ADO.Net,css,6,0.019607843
ADO.Net,development,12,0.137254902
ADO.Net,dhtml,13,0.156862745
ADO.Net,entity framework,11,0.117647059
ADO.Net,hard working,8,0.058823529
ADO.Net,html,26,0.411764706
ADO.Net,java,37,0.62745098
ADO.Net,jquery,30,0.490196078
ADO.Net,json,6,0.019607843
ADO.Net,linq,10,0.098039216
ADO.Net,mca,9,0.078431373
ADO.Net,microsoft,17,0.235294118
ADO.Net,mvc,25,0.392156863
ADO.Net,net technologies,12,0.137254902
ADO.Net,net vb net,10,0.098039216
ADO.Net,oops,7,0.039215686
ADO.Net,oracle,6,0.019607843
ADO.Net,software development,6,0.019607843
ADO.Net,sql,26,0.411764706
ADO.Net,sql server,41,0.705882353
ADO.Net,sql sever 2000,9,0.078431373
ADO.Net,ssis,7,0.039215686
ADO.Net,ssrs,10,0.098039216
ADO.Net,stored procedures,16,0.215686275
ADO.Net,vb net,6,0.019607843
ADO.Net,visual studio,10,0.098039216
ADO.Net,wcf,27,0.431372549
ADO.Net,web development,7,0.039215686
ADO.Net,windows,7,0.039215686
ADO.Net,wpf,9,0.078431373
ADO.Net,xml,33,0.549019608
ADSO,.net,3,0.111111111
ADSO,abap,3,0.111111111
ADSO,adso,7,0.555555556
ADSO,c#,3,0.111111111
ADSO,communication skills,11,1
ADSO,css,2,0
ADSO,customer service,2,0
ADSO,design studio,2,0
ADSO,docker,2,0
ADSO,english skills,4,0.222222222
ADSO,entity framework,2,0
ADSO,hana,3,0.111111111
ADSO,it staffing,4,0.222222222
ADSO,java,8,0.666666667
ADSO,jenkins,2,0
ADSO,jquery,5,0.333333333
ADSO,opt recruiter,2,0
ADSO,python,3,0.111111111
ADSO,recruitment,7,0.555555556
ADSO,reporting tools,2,0
ADSO,sap abap,3,0.111111111
ADSO,sap bi,4,0.222222222
ADSO,sap bw,7,0.555555556
ADSO,sap hana,5,0.333333333
ADSO,scala,3,0.111111111
ADSO,software development,4,0.222222222
ADSO,software engineering,3,0.111111111
ADSO,staffing,4,0.222222222
ADSO,us it recruitment,3,0.111111111
ADSO,voice process,2,0
ADSO,vsam,2,0
ADSO,w2,2,0
ADSO,web services,2,0
AEM,adobe,14,0.088
AEM,adobe analytics,3,0
AEM,adobe cq5,6,0.024
AEM,adobe experience manager,28,0.2
AEM,adobecq5,5,0.016
AEM,aem,100,0.776
AEM,aem architect,4,0.008
AEM,aem developer,18,0.12
AEM,agile,5,0.016
AEM,ajax,6,0.024
AEM,analytics,3,0
AEM,apache,5,0.016
AEM,application development,4,0.008
AEM,cms,11,0.064
AEM,cq,24,0.168
AEM,cq5,26,0.184
AEM,css,14,0.088
AEM,digital marketing,4,0.008
AEM,drupal,5,0.016
AEM,extjs,3,0
AEM,html,27,0.192
AEM,html5,8,0.04
AEM,java,128,1
AEM,jquery,18,0.12
AEM,json,4,0.008
AEM,jsp,16,0.104
AEM,junit,5,0.016
AEM,maven,12,0.072
AEM,microservices,3,0
AEM,mobile testing,3,0
AEM,osgi,22,0.152
AEM,project management,4,0.008
AEM,rest,12,0.072
AEM,sdlc,4,0.008
AEM,servlets,4,0.008
AEM,soap,5,0.016
AEM,solution implementation,4,0.008
AEM,spring,4,0.008
AEM,sql,4,0.008
AEM,struts,3,0
AEM,test cases,3,0
AEM,test engineering,4,0.008
AEM,unit testing,4,0.008
AEM,wcm,5,0.016
AEM,web content management,6,0.024
AEM,web services,8,0.04
AEM,web technologies,6,0.024
AEM,workflow,6,0.024
AEM,xml,9,0.048
AI,.net,6,0.129032258
AI,ai,8,0.193548387
AI,algorithm,3,0.032258065
AI,algorithms,7,0.161290323
AI,analytics,5,0.096774194
AI,android,3,0.032258065
AI,artificial intelligence,22,0.64516129
AI,asp.net,3,0.032258065
AI,automation,3,0.032258065
AI,aws,6,0.129032258
AI,business development,6,0.129032258
AI,c#,8,0.193548387
AI,c++,3,0.032258065
AI,computer vision,4,0.064516129
AI,css,4,0.064516129
AI,data analytics,5,0.096774194
AI,data management,5,0.096774194
AI,data mining,2,0
AI,data science,10,0.258064516
AI,data scientist,7,0.161290323
AI,data structures,2,0
AI,deep learning,11,0.290322581
AI,dnn,2,0
AI,enterprise architect,2,0
AI,etl,2,0
AI,finance,6,0.129032258
AI,graduate,2,0
AI,hibernate,4,0.064516129
AI,html,3,0.032258065
AI,image processing,4,0.064516129
AI,international bpo,2,0
AI,it projects,2,0
AI,java,33,1
AI,jquery,3,0.032258065
AI,json,3,0.032258065
AI,keras,2,0
AI,machine learning,33,1
AI,marketing,3,0.032258065
AI,mobile applications,2,0
AI,mongodb,5,0.096774194
AI,mysql,4,0.064516129
AI,natural language processing,5,0.096774194
AI,neural networks,6,0.129032258
AI,nlp,8,0.193548387
AI,node.js,3,0.032258065
AI,non voice,2,0
AI,nosql,3,0.032258065
AI,opencv,2,0
AI,operations,2,0
AI,oracle,4,0.064516129
AI,pentaho,2,0
AI,photoshop,3,0.032258065
AI,product management,2,0
AI,project management,7,0.161290323
AI,python,25,0.741935484
AI,rest,3,0.032258065
AI,ruby,3,0.032258065
AI,sales,4,0.064516129
AI,sap,3,0.032258065
AI,sas,2,0
AI,software development,4,0.064516129
AI,solution design,2,0
AI,speech recognition,2,0
AI,spring,4,0.064516129
AI,sql,13,0.35483871
AI,tensorflow,3,0.032258065
AI,training,3,0.032258065
AI,wcf,3,0.032258065
AI,web services,3,0.032258065
AJAX,.net,12,0.067226891
AJAX,agile,11,0.058823529
AJAX,ajax,117,0.949579832
AJAX,angularjs,7,0.025210084
AJAX,apache,5,0.008403361
AJAX,asp,5,0.008403361
AJAX,asp.net,7,0.025210084
AJAX,asp.net mvc,6,0.016806723
AJAX,bootstrap,13,0.075630252
AJAX,c#,18,0.117647059
AJAX,cakephp,5,0.008403361
AJAX,cms,15,0.092436975
AJAX,codeigniter,7,0.025210084
AJAX,css,45,0.344537815
AJAX,css3,14,0.084033613
AJAX,dhtml,5,0.008403361
AJAX,drupal,6,0.016806723
AJAX,front end,5,0.008403361
AJAX,html,61,0.478991597
AJAX,html5,19,0.12605042
AJAX,http,6,0.016806723
AJAX,java,123,1
AJAX,java script,5,0.008403361
AJAX,jquery,65,0.512605042
AJAX,json,18,0.117647059
AJAX,laravel,10,0.050420168
AJAX,magento,5,0.008403361
AJAX,mongodb,8,0.033613445
AJAX,mvc,13,0.075630252
AJAX,mysql,51,0.394957983
AJAX,node.js,7,0.025210084
AJAX,oops,9,0.042016807
AJAX,php,48,0.369747899
AJAX,php developer,5,0.008403361
AJAX,php mysql,6,0.016806723
AJAX,python,5,0.008403361
AJAX,react.js,5,0.008403361
AJAX,software development,4,0
AJAX,spring,6,0.016806723
AJAX,sql,18,0.117647059
AJAX,sql server,10,0.050420168
AJAX,ui,5,0.008403361
AJAX,wcf,8,0.033613445
AJAX,web development,11,0.058823529
AJAX,wordpress,12,0.067226891
AJAX,xml,21,0.142857143
ALTIUM,allegro,14,0.27027027
ALTIUM,altium,23,0.513513514
ALTIUM,altium designer,5,0.027027027
ALTIUM,analog,19,0.405405405
ALTIUM,automotive,5,0.027027027
ALTIUM,cad,11,0.189189189
ALTIUM,cadence allegro,5,0.027027027
ALTIUM,circuit designing,10,0.162162162
ALTIUM,design engineering,11,0.189189189
ALTIUM,dft,5,0.027027027
ALTIUM,digital design,5,0.027027027
ALTIUM,electronics,4,0
ALTIUM,embedded,5,0.027027027
ALTIUM,embedded systems,4,0
ALTIUM,emc,23,0.513513514
ALTIUM,emi,19,0.405405405
ALTIUM,ethernet,5,0.027027027
ALTIUM,fabrication,13,0.243243243
ALTIUM,firmware,7,0.081081081
ALTIUM,flex,4,0
ALTIUM,fpga,5,0.027027027
ALTIUM,hardware design,34,0.810810811
ALTIUM,instrumentation,8,0.108108108
ALTIUM,layout,4,0
ALTIUM,layout design,7,0.081081081
ALTIUM,matlab,5,0.027027027
ALTIUM,microcontroller,5,0.027027027
ALTIUM,orcad,16,0.324324324
ALTIUM,oscilloscope,5,0.027027027
ALTIUM,packaging,7,0.081081081
ALTIUM,pads,6,0.054054054
ALTIUM,pcb,4,0
ALTIUM,pcb designing,41,1
ALTIUM,power electronics,12,0.216216216
ALTIUM,power supply,8,0.108108108
ALTIUM,procurement,4,0
ALTIUM,product design,5,0.027027027
ALTIUM,rf,8,0.108108108
ALTIUM,rs232,4,0
ALTIUM,rtos,4,0
ALTIUM,schematic,8,0.108108108
ALTIUM,simulation,21,0.459459459
ALTIUM,soc,4,0
ALTIUM,spi,13,0.243243243
ALTIUM,thermal,5,0.027027027
ALTIUM,usb,9,0.135135135
AMQP,agile,8,0.046875
AMQP,ajax,5,0
AMQP,apache,6,0.015625
AMQP,automation,11,0.09375
AMQP,aws,8,0.046875
AMQP,bootstrap,6,0.015625
AMQP,c++,6,0.015625
AMQP,coding,6,0.015625
AMQP,computer science,5,0
AMQP,data structures,14,0.140625
AMQP,design,9,0.0625
AMQP,design patterns,5,0
AMQP,development,7,0.03125
AMQP,docker,6,0.015625
AMQP,hibernate,16,0.171875
AMQP,html,13,0.125
AMQP,http,6,0.015625
AMQP,integration php,5,0
AMQP,iot,5,0
AMQP,java,69,1
AMQP,jms,32,0.421875
AMQP,jquery,10,0.078125
AMQP,json,6,0.015625
AMQP,linux,15,0.15625
AMQP,microservices,7,0.03125
AMQP,microsoft,5,0
AMQP,middleware,12,0.109375
AMQP,mongodb,7,0.03125
AMQP,mq,7,0.03125
AMQP,mvc,5,0
AMQP,mysql,19,0.21875
AMQP,networking,10,0.078125
AMQP,node.js,8,0.046875
AMQP,nosql,5,0
AMQP,open source,13,0.125
AMQP,oracle,18,0.203125
AMQP,php,5,0
AMQP,python,28,0.359375
AMQP,rabbitmq,13,0.125
AMQP,rdbms,9,0.0625
AMQP,rest,14,0.140625
AMQP,sap,8,0.046875
AMQP,soa,9,0.0625
AMQP,soap,6,0.015625
AMQP,software design,5,0
AMQP,spring,11,0.09375
AMQP,spring boot,8,0.046875
AMQP,sql,22,0.265625
AMQP,tcp,5,0
AMQP,technical product configuration,5,0
AMQP,troubleshooting,6,0.015625
AMQP,unit testing,5,0
AMQP,unix,7,0.03125
AMQP,windows,7,0.03125
AMQP,xml,13,0.125
ASP.Net MVC,.net,79,0.973684211
ASP.Net MVC,.net developer,6,0.013157895
ASP.Net MVC,.net framework,15,0.131578947
ASP.Net MVC,ado.net,9,0.052631579
ASP.Net MVC,ajax,9,0.052631579
ASP.Net MVC,angular,7,0.026315789
ASP.Net MVC,angularjs,19,0.184210526
ASP.Net MVC,asp,24,0.25
ASP.Net MVC,asp .net,5,0
ASP.Net MVC,asp net,6,0.013157895
ASP.Net MVC,asp.net,51,0.605263158
ASP.Net MVC,asp.net mvc,54,0.644736842
ASP.Net MVC,azure,6,0.013157895
ASP.Net MVC,c#,81,1
ASP.Net MVC,c#.net,9,0.052631579
ASP.Net MVC,css,22,0.223684211
ASP.Net MVC,design patterns,6,0.013157895
ASP.Net MVC,dot net,7,0.026315789
ASP.Net MVC,dot net developer,7,0.026315789
ASP.Net MVC,entity framework,29,0.315789474
ASP.Net MVC,html,13,0.105263158
ASP.Net MVC,html5,6,0.013157895
ASP.Net MVC,java,49,0.578947368
ASP.Net MVC,jquery,43,0.5
ASP.Net MVC,json,9,0.052631579
ASP.Net MVC,linq,24,0.25
ASP.Net MVC,ms sql server,11,0.078947368
ASP.Net MVC,mvc,80,0.986842105
ASP.Net MVC,oops,10,0.065789474
ASP.Net MVC,sql,15,0.131578947
ASP.Net MVC,sql server,43,0.5
ASP.Net MVC,vb.net,7,0.026315789
ASP.Net MVC,visual studio,7,0.026315789
ASP.Net MVC,wcf,28,0.302631579
ASP.Net MVC,web api,6,0.013157895
ASP.Net MVC,webapi,7,0.026315789
ASP.Net MVC,xml,8,0.039473684
ASP.Net Webforms,.net,17,0.923076923
ASP.Net Webforms,ajax,5,0
ASP.Net Webforms,asp,15,0.769230769
ASP.Net Webforms,asp.net,8,0.230769231
ASP.Net Webforms,asp.net mvc,10,0.384615385
ASP.Net Webforms,c#,15,0.769230769
ASP.Net Webforms,development,8,0.230769231
ASP.Net Webforms,entity framework,13,0.615384615
ASP.Net Webforms,html,5,0
ASP.Net Webforms,java,10,0.384615385
ASP.Net Webforms,jquery,6,0.076923077
ASP.Net Webforms,linq,10,0.384615385
ASP.Net Webforms,mvc,11,0.461538462
ASP.Net Webforms,net technologies,7,0.153846154
ASP.Net Webforms,sql,5,0
ASP.Net Webforms,sql server,18,1
ASP.Net Webforms,webforms,7,0.153846154
ASP.Net Webforms,winforms,9,0.307692308
AUTOCAD,2d,5,0.036144578
AUTOCAD,3d,6,0.048192771
AUTOCAD,3d modeling,5,0.036144578
AUTOCAD,3ds max,2,0
AUTOCAD,3dsmax,4,0.024096386
AUTOCAD,architecture,8,0.072289157
AUTOCAD,autocad,85,1
AUTOCAD,autocad 2d,3,0.012048193
AUTOCAD,autocad 3d,3,0.012048193
AUTOCAD,cad,14,0.144578313
AUTOCAD,cam,4,0.024096386
AUTOCAD,catia,8,0.072289157
AUTOCAD,civil design,2,0
AUTOCAD,civil engineering,7,0.060240964
AUTOCAD,cnc operator,2,0
AUTOCAD,cnc programming,3,0.012048193
AUTOCAD,communication skills,2,0
AUTOCAD,concrete,2,0
AUTOCAD,construction,3,0.012048193
AUTOCAD,construction management,2,0
AUTOCAD,corel draw,2,0
AUTOCAD,creo,5,0.036144578
AUTOCAD,design,18,0.192771084
AUTOCAD,design development,3,0.012048193
AUTOCAD,design engineer,3,0.012048193
AUTOCAD,design engineering,13,0.13253012
AUTOCAD,design management,2,0
AUTOCAD,detailing,3,0.012048193
AUTOCAD,die making,2,0
AUTOCAD,diploma,3,0.012048193
AUTOCAD,drafting,11,0.108433735
AUTOCAD,draftsman activities,4,0.024096386
AUTOCAD,draughtsman,2,0
AUTOCAD,drawing,2,0
AUTOCAD,electrical engineering,2,0
AUTOCAD,electricals,5,0.036144578
AUTOCAD,forging,2,0
AUTOCAD,generation,2,0
AUTOCAD,gerber,2,0
AUTOCAD,gis,2,0
AUTOCAD,illustrator,3,0.012048193
AUTOCAD,instrument,3,0.012048193
AUTOCAD,instrumentation,3,0.012048193
AUTOCAD,interior designing,11,0.108433735
AUTOCAD,intools,3,0.012048193
AUTOCAD,maintenance,4,0.024096386
AUTOCAD,manufacturing,7,0.060240964
AUTOCAD,mechanical design,3,0.012048193
AUTOCAD,mechanical engineering,7,0.060240964
AUTOCAD,microstation,12,0.120481928
AUTOCAD,ms office,3,0.012048193
AUTOCAD,ms project,3,0.012048193
AUTOCAD,pcb designing,2,0
AUTOCAD,pdms,5,0.036144578
AUTOCAD,photoshop,6,0.048192771
AUTOCAD,piping design,2,0
AUTOCAD,planning,2,0
AUTOCAD,planning engineering,2,0
AUTOCAD,post sales,2,0
AUTOCAD,primavera,3,0.012048193
AUTOCAD,process designer,3,0.012048193
AUTOCAD,product design,2,0
AUTOCAD,product management,3,0.012048193
AUTOCAD,production,6,0.048192771
AUTOCAD,quality,7,0.060240964
AUTOCAD,quality control,4,0.024096386
AUTOCAD,revit,7,0.060240964
AUTOCAD,sales,3,0.012048193
AUTOCAD,selling,3,0.012048193
AUTOCAD,sheet metal,2,0
AUTOCAD,sketchup,7,0.060240964
AUTOCAD,sld,3,0.012048193
AUTOCAD,solid edge,3,0.012048193
AUTOCAD,solid works,9,0.084337349
AUTOCAD,solidedge,3,0.012048193
AUTOCAD,sppid,3,0.012048193
AUTOCAD,telecom,3,0.012048193
AUTOCAD,telecommunication,3,0.012048193
AUTOCAD,timing closure,2,0
AVAYA ACD,.net,4,0.045454545
AVAYA ACD,acd,7,0.113636364
AVAYA ACD,aes,3,0.022727273
AVAYA ACD,aircraft interface,16,0.318181818
AVAYA ACD,application development,4,0.045454545
AVAYA ACD,avaya,46,1
AVAYA ACD,avaya aura,7,0.113636364
AVAYA ACD,avaya cms,11,0.204545455
AVAYA ACD,avaya communication manager,3,0.022727273
AVAYA ACD,bpo,3,0.022727273
AVAYA ACD,c#,4,0.045454545
AVAYA ACD,call center,3,0.022727273
AVAYA ACD,call manager,3,0.022727273
AVAYA ACD,capacity planning,4,0.045454545
AVAYA ACD,cisco,3,0.022727273
AVAYA ACD,composer,3,0.022727273
AVAYA ACD,contact center,17,0.340909091
AVAYA ACD,cti,5,0.068181818
AVAYA ACD,customer service,6,0.090909091
AVAYA ACD,dialer,3,0.022727273
AVAYA ACD,forecasting,9,0.159090909
AVAYA ACD,genesys,30,0.636363636
AVAYA ACD,genesys framework,10,0.181818182
AVAYA ACD,gvp,2,0
AVAYA ACD,h323,6,0.090909091
AVAYA ACD,iex,5,0.068181818
AVAYA ACD,inbound,4,0.045454545
AVAYA ACD,incident management,2,0
AVAYA ACD,ip,2,0
AVAYA ACD,ip telephony,5,0.068181818
AVAYA ACD,ipt,2,0
AVAYA ACD,isdn,2,0
AVAYA ACD,ivr,21,0.431818182
AVAYA ACD,java,6,0.090909091
AVAYA ACD,linux,5,0.068181818
AVAYA ACD,mis,6,0.090909091
AVAYA ACD,networking,20,0.409090909
AVAYA ACD,nice,3,0.022727273
AVAYA ACD,non voice,3,0.022727273
AVAYA ACD,operations,3,0.022727273
AVAYA ACD,outbound,6,0.090909091
AVAYA ACD,pmp,16,0.318181818
AVAYA ACD,project management,3,0.022727273
AVAYA ACD,real time analysis,3,0.022727273
AVAYA ACD,rta,6,0.090909091
AVAYA ACD,san,15,0.295454545
AVAYA ACD,scheduling,11,0.204545455
AVAYA ACD,sdlc,3,0.022727273
AVAYA ACD,sfdc,20,0.409090909
AVAYA ACD,sip,21,0.431818182
AVAYA ACD,six sigma,16,0.318181818
AVAYA ACD,sms,3,0.022727273
AVAYA ACD,solution architect,3,0.022727273
AVAYA ACD,staffing,3,0.022727273
AVAYA ACD,storage servers,4,0.045454545
AVAYA ACD,sub-system,19,0.386363636
AVAYA ACD,team ing,6,0.090909091
AVAYA ACD,technical support,7,0.113636364
AVAYA ACD,telecom,3,0.022727273
AVAYA ACD,unix,3,0.022727273
AVAYA ACD,verint,5,0.068181818
AVAYA ACD,voip,12,0.227272727
AVAYA ACD,wfm,7,0.113636364
AVAYA ACD,wfm analyst,3,0.022727273
AVAYA ACD,wfm executive,2,0
AVAYA ACD,windows administration,2,0
AVAYA ACD,workforce management,8,0.136363636
AWS,.net,9,0.06185567
AWS,active directory,3,0
AWS,amazon ec2,6,0.030927835
AWS,angular,3,0
AWS,angularjs,5,0.020618557
AWS,ansible,10,0.072164948
AWS,application development,3,0
AWS,aws,100,1
AWS,aws cloud,3,0
AWS,azure,27,0.24742268
AWS,bash,5,0.020618557
AWS,c#,4,0.010309278
AWS,cloud,21,0.18556701
AWS,cloud architect,5,0.020618557
AWS,cloud engineer,6,0.030927835
AWS,cloud security,3,0
AWS,data migration,5,0.020618557
AWS,devops,17,0.144329897
AWS,disaster recovery,9,0.06185567
AWS,dns,4,0.010309278
AWS,docker,6,0.030927835
AWS,dynamo db,3,0
AWS,ec2,3,0
AWS,elastic search,3,0
AWS,etl,4,0.010309278
AWS,gcp,3,0
AWS,git,5,0.020618557
AWS,hadoop,4,0.010309278
AWS,high availability,5,0.020618557
AWS,iaas,4,0.010309278
AWS,it management,6,0.030927835
AWS,java,38,0.360824742
AWS,jenkins,5,0.020618557
AWS,lambda,3,0
AWS,linux,14,0.113402062
AWS,linux administration,3,0
AWS,microservices,4,0.010309278
AWS,microservices architecture,3,0
AWS,mysql,5,0.020618557
AWS,nagios,4,0.010309278
AWS,network security,3,0
AWS,networking,9,0.06185567
AWS,nginx,5,0.020618557
AWS,node.js,4,0.010309278
AWS,nosql,6,0.030927835
AWS,oops,3,0
AWS,open source,3,0
AWS,openshift,3,0
AWS,oracle,5,0.020618557
AWS,perl,3,0
AWS,puppet,4,0.010309278
AWS,python,17,0.144329897
AWS,react.js,4,0.010309278
AWS,ruby,3,0
AWS,scripting,3,0
AWS,shell scripting,5,0.020618557
AWS,software development,3,0
AWS,solution architect,5,0.020618557
AWS,spark,3,0
AWS,spring,4,0.010309278
AWS,spring boot,3,0
AWS,sql,6,0.030927835
AWS,sql server,3,0
AWS,svn,3,0
AWS,sysops,5,0.020618557
AWS,system administration,3,0
AWS,technical architect,3,0
AWS,technical support,3,0
AWS,terraform,4,0.010309278
AWS,unix,4,0.010309278
AWS,vmware,4,0.010309278
AWS,weblogic,3,0
AWS,windows,7,0.041237113
AXIS -1,axis,10,0.444444444
AXIS -1,back office,4,0.111111111
AXIS -1,banking,6,0.222222222
AXIS -1,banking knowldge,3,0.055555556
AXIS -1,banking products,12,0.555555556
AXIS -1,banking sales,2,0
AXIS -1,bl,2,0
AXIS -1,business development,4,0.111111111
AXIS -1,business loan,18,0.888888889
AXIS -1,customer profiling,4,0.111111111
AXIS -1,customer service,8,0.333333333
AXIS -1,customer support,3,0.055555556
AXIS -1,ejb,4,0.111111111
AXIS -1,english,2,0
AXIS -1,field sales,4,0.111111111
AXIS -1,finance,4,0.111111111
AXIS -1,fresher,3,0.055555556
AXIS -1,general,3,0.055555556
AXIS -1,home loans,7,0.277777778
AXIS -1,html,5,0.166666667
AXIS -1,inbound,2,0
AXIS -1,insurance,4,0.111111111
AXIS -1,java,7,0.277777778
AXIS -1,java j2ee,4,0.111111111
AXIS -1,jboss,2,0
AXIS -1,jquery,2,0
AXIS -1,lap,20,1
AXIS -1,life insurance,11,0.5
AXIS -1,market research,4,0.111111111
AXIS -1,marketing executive,5,0.166666667
AXIS -1,merchant,4,0.111111111
AXIS -1,mortgage,11,0.5
AXIS -1,new business,3,0.055555556
AXIS -1,new client acquisition,6,0.222222222
AXIS -1,non voice,4,0.111111111
AXIS -1,otc,2,0
AXIS -1,personal loans,2,0
AXIS -1,qu,3,0.055555556
AXIS -1,quakity tools,3,0.055555556
AXIS -1,retail sales,10,0.444444444
AXIS -1,sales,9,0.388888889
AXIS -1,sales executive,4,0.111111111
AXIS -1,sales executive activities,14,0.666666667
AXIS -1,sales officer,3,0.055555556
AXIS -1,sales process knowldge,3,0.055555556
AXIS -1,saving account,4,0.111111111
AXIS -1,sql,5,0.166666667
AXIS -1,struts,4,0.111111111
AXIS -1,team ing,5,0.166666667
AXIS -1,technical support,3,0.055555556
AXIS -1,third party,3,0.055555556
AXIS -1,xml,6,0.222222222
AXIS -2,hibernate,19,1
AXIS -2,java,13,0.6
